session_date,project_code,committee,affiliation,quote_en,Community_acceptance,Technical,Finance,Environmental,Planning,position_manual,GPT_3_prediction,GPT_3_analysis
23/09/2019,תתל 76,"ות""ל",Developers,"I will briefly describe to you the work that was done, there is a larger document that we forwarded which contains greater detail, naturally I will try to be brief and not bore you. We were asked to check whether the damage line found in the survey, in the risk analysis carried out as part of the survey, is established and can be trusted. Since the bird survey was done in an exceptional way and the report was very good and the radar survey we received the data of millions of signals only towards the end of the process and we decided not to try to change it, we do not obtain information on the numbers of birds at risk from the moment they were entered into the survey and we actually checked whether the risk Determined based on this survey is really the right risk. The thing that was discovered The first thing that was discovered in reading the survey and analyzing the survey was that in the risk assessment no attempt was made to check where the birds fly and from where they fly and since the birds fly in different directions not necessarily into turbines we checked the issue of flight directions. What you see in front of you is a summary of both the bird surveys and the radar survey. They say what is expected in advance. The birds migrate south, and these are the two main directions in which the birds migrate south and return back north. There are fewer birds, so the arrows are smaller, but these are the two directions in which On the other hand, the direction of the wind is not at all discussed in the test, in the construction of the summary estimate, the direction of the wind Sirin was given for testing in the balls. Wind in this area, we also checked it in comparison with other wind directions, in Tel Hana, Bibinal, in Neve Yaer, etc., the wind direction is from the west while, as you have seen, most of the birds' movement is either north or south. For visualization, I inserted a hand-drawn picture of turbines, turbines are standing perpendicular to the direction of the wind so you can see that the faces of the turbines will be, the typical will be in this direction that they are standing in this direction while the birds will soon see the next slide as you can see we just projected the wind directions onto the bird directions, as you can see the birds fly north to south, or south to the north, while the turbines are standing with their faces perpendicular to the north, and therefore parallel to the north, so the chance that most of the birds will run into a turbine or pass by a turbine or turn towards a turbine is relatively small, in the original report all the birds that passed, all the 950 thousand birds I will soon add to this number stood as if All of them fly in a collective suicide attempt into turbines. In practice, what actually happens in the field, the turbines will stand as you see and most of the birds will fly as the blue arrows show between the turbines. The turbines are at great distances from each other, the turbine itself is 180 meters, and the turbine creates a ripple that creates that conflicts the air directions, therefore one turbine must be separated from the other by about half a kilometer so that the wind that comes out of one turbine does not affect the activity of the other turbine, between these half a kilometer between turbines There is enough space for the birds to pass and the great majority of the birds will fly between these turbines in the direction between the north and the south that the turbines are facing and it is unlikely that they will not be fully aware of the fact that they are flying between the turbines and that is why we took the number of birds the original bird estimate was lowered, the bird estimate from 1.2 million birds to 925 thousand birds in the original report since the turbine the question was asked what is the wind speed in the area, 30% of the time the turbines will not be able to move because the wind is less than 3 meters per second, therefore the birds that pass during the period when there are no turbines for example will certainly not be harmed by the turbines, the 925 thousand birds are as if at risk of being harmed by turbines, but if we add to the direction of movement, the south, southeast, southwest, east west, etc. We find here that around 95 thousand birds are at risk, and after we take into account the probability of a bird flying in the direction of a turbine, the type of birds, the total number of birds on the route at risk, the total number of birds that will actually enter a turbine, even birds that fly towards a turbine, there are several more turbines in front of them Between which there are those famous 500 meters. Even those that will fly between turbines and then also a bird that enters into the blades of a turbine as strange as it sounds you will not necessarily encounter, the turbine rotates at a speed of approximately 8 revolutions per minute, the blade every point, approximately every 3 seconds, a bird of 15 kilometers per second travels this distance in a second, So the estimate is that only about 10% of the birds will be harmed, we took a higher estimate, we eventually arrive after all the calculations at an estimate of about 9 birds out of the turbine per year will be killed as a result of this passage of birds. I will only add in a framed article that among other things you can see in the middle of the list of directions, you can see wandering birds. The radar cannot diagnose this, but the ornithologists did diagnose that there are local birds that wander in the area, and birds that wander in the area and move around are at a much higher risk because By nature, they may sometimes fly south and sometimes fly towards Turbina. We calculated this and estimated that about 4 of them would be killed in Turbina, a total estimate of about 9 birds per year per turbine. We also checked this according to the size of birds, since the original report cited large, medium-sized birds , and small and we relied on the same classification from the authors of the bird report and according to this classification we arrive at the same number of 9 birds but as you can see 6 small birds, 24 large birds, .. the numbers are different, a larger bird is much more likely, its chance of being hurt is Much bigger than a small bird. I just want to show that this is the last slide of this series, in the big document we brought many other examples, but this is an example from a turbine field, a turbine field by the sea, in Denmark, and what you see on the left side is a Tor field",0,0,0,1,0,Support,1,"The speaker in the statement appears to be supportive of the wind turbine project. They provide detailed calculations and assessments to argue that the actual impact on birds is minimal, emphasizing that only a small number of birds are likely to be harmed by the turbines each year. The speaker also mentions compliance with existing studies and classifications, and uses examples from other turbine fields to support their argument. The detailed analysis and reliance on data to minimize perceived negative impacts suggest a supportive stance towards the project.

STANCE: support"
23/09/2019,תתל 76,"ות""ל",Locals,"My name is Eyal and I'm from Shamot Deborah, I won't elaborate on myself in the military section, but I sit both in our regional water association and on the agricultural committee of the Lower Galilee Regional Council and also own a plot of land in Shamott Deborah, and in my crimes I cultivate areas on which most of the tools that we saw in these drawings are planned, also Almonds and wine vineyards and olives for olive oil on the order of over 3000 dunams out of the 4000 planned for... in this area. First of all, I will bring something that I would like to bring up. I think that the Rimon company is an excellent company that has done a lot for agriculture in our area, and I think that they are really people whose projects they did with us, I take my hat off to them, they helped us a lot and they are one of the main reasons that this area is so fertile And we are fighting for it so much now. Why are we fighting for him now? Because our biggest concern is about many things that, contrary to the surprising stories that I have seen at the moment, there are many things that have not yet been tested that are related to agriculture. I will focus on Ze'ev's request from earlier. I will not just dwell on things said by my predecessors, both Nitzan and Perry. I will add a few things that are very important to me that this audience will hear them as well as the Rimon company and I also tried my best to ask them to move this place from this fertile area to another place and they will be able to testify to it firsthand of course they are doing what they have to do, but I I ask once again also in this forum not to do this project in the current location which is in the heart of an agricultural area, why? For the reasons they said and in the end they are seriously harmed in the issue of a regime of spraying from the air and from the floor that interferes with the operation of the pest prevention section and departments, is it a national prevention of the lack of spraying from the air that the state is doing, and if God forbid we are attacked by a locust, it won't happen lately that they will take action on the entire area, It is possible to do, a firefighting story, if a fire breaks out, certainly to the west of the turbines and between them, this fire could start both on the moshav houses in an easterly wind and on the plantations in a westerly wind and cause tremendous damage. You cannot get close to these turbines. The other essential thing, in my opinion, in this matter of the turbines, in addition to the other things that people here have said, there is no doubt that all the pollination activity of the bees in this very combination that the HaTaz just talked about of an open area with this, in almonds for example without the pollination activity there are no almonds, no livelihood and hundreds of people live from it This one to this day.",1,0,0,1,0,Strongly opposed,-0.5,"The speaker in the statement expresses significant concerns about the potential negative impacts of the wind turbine project on local agriculture and pest control practices. They mention untested effects on agriculture, interference with pest prevention due to restricted aerial spraying, and risks to pollination activities essential for crops like almonds. The speaker also highlights the potential danger of fires exacerbated by the turbines' presence, which could harm both residential and agricultural areas. Despite acknowledging the positive contributions of the Rimon company to local agriculture, the speaker clearly opposes the project due to its perceived threats to agricultural practices and local livelihoods.

STANCE: oppose"
23/09/2019,תתל 76,"ות""ל",Developers,"Mr. Moshe Natan: Good morning, I surveyed the activity of bats in the area in question, the survey mainly included acoustic monitoring and also the search for new nesting sites, no new nesting sites were found, but in the acoustic survey 14 species were located, which are representatives of 5 families, although most of the species are from Atelefon ... and the bat is common, but there are 12 other species that are under threat. We found a difference in the activity of the bats, a difference that is in keeping with the seasons and in keeping with the nesting sites, there are 2 nesting sites that have a lot of activity so they were fall and spring, we found a lot of activity as well. If you can move to the next slide, but one of the interesting findings, we are looking for another thing that we were asked according to the outline to check the connection to water sources, a connection is a close connection between bats and water sources for several reasons they come there to drink and it is water sources that attract insects, we deal with water sources that attract Insects So insects come to this site and bats feed on them so they are attracted to this site. What you see here is a graph that represents the activity of the bats in the summer. We did something similar in the winter, we were not asked to do it in the winter, but we did something similar in the winter, and we also see vigorous activity in the winter, even though there are more hopes for bats, nevertheless they are attracted to the remaining water source, we checked Nahal Tamar, we checked three reservoirs. You can see in the graph of the columns that there is a lot of activity in the reservoirs in relation to all the sites, you see the low columns, the red ones represent the activity in all the sites, including those that have a rush of activity and this is in the summer, so the difference is definitely significant so this is a very, very important detail, the same connection To sister habitats, to water sources, this is not an unusual scientific finding. We know this from around the world, certainly from studies in Israel that there is such a close connection between bats and water sources, so in the map of the RTG this is what we were asked to find. We checked, we tried to locate shelter sites And as I said, we didn't find any, and we did a pretty thorough search, and then what I thought was appropriate to do was to place detectors near settlements, and we placed them in several places and near the bee simulations, as you can see in the slide, a lot of activity was found, of course the report goes into great detail about this particular survey, but There is a lot of activity of the genus and I say genus and not species because there are several species. But it is difficult to know for sure which species one way or another is an endangered species and what should be said here regarding this particular find. There was very intense activity in the fall, probably gathering for mating",0,0,0,1,0,Support,1,"The statement provided discusses detailed findings from environmental impact assessments related to a wind turbine project, specifically focusing on the effects on bat populations and their connection to water sources. The speaker outlines the comprehensive studies conducted, which were not only aligned with regulatory requirements but also extended beyond them (e.g., conducting studies in the winter season even when not mandated). The detailed reporting and adherence to guidelines suggest a proactive approach to understanding and mitigating environmental impacts. The speaker also mentions placing detectors near settlements to monitor activity, indicating an effort to minimize impacts on local wildlife and address potential concerns.

Overall, the statement reflects a supportive stance towards the project, as it emphasizes the thoroughness of the studies conducted, compliance with environmental guidelines, and proactive measures taken to address and monitor impacts on local wildlife.

STANCE: support"
23/09/2019,תתל 76,"ות""ל",Locals,"First of all, morning, good afternoon to everyone, first of all, as the newly elected head of an authority, I regretted the standards of proper public administration, transparency, I think it is also my responsibility to be a gatekeeper in the space I trust. We, unlike the developer, do not have deep pockets, the so-called battery of consultants and certainly not a backlog like ... two weeks before the discussion and that's fine, their right is an achievement and that's fine. I am in a minor budget that we approved in the plenary session of the council, we have to make do with what we have and bring our truth. Before we can talk here, we are also a member of the seat of Deborah who owns estates, estate owners because at the business level, so to speak, they are the ones who are supposed to enjoy the dividend of the project, that is, it is not the residents of the extension, also a member of the agricultural committee, the council's engineering department, and we are actually here We will talk about some basic points. One is the main area of ​​the Sirin Plateau, in the north of the Golan Heights the wind regime is completely different, while in the heart of the State of Israel, in the heart of the Galilee. One of the unique field cells that exists today in the north of Ramat Sirin and Ramat Menashe, Ramat Menashe was saved by the Red Buzzard who knows, I'm talking about the field cell and also things that they tried to do there recently and also the subject of the district committee I believe his position on the matter will come up later. The whole matter of uncertainty of this plan, although there are recommendations, or ideas and all kinds of points, but the plan itself has never pointed out exactly a point that it requires for the turbine, where it will be inside the polygon, what is its height, even 210 nobody really knows, By the way, the maximum size in question is 190,200, numbers here from the developer's side is 180,210 meters. We are talking here about 2/3 of Mount Tabor, 2/3 of the height of the upper Mount Tabor observed in the field and this is no small matter, 200 is nothing. The uncertainty, the lack of experience of the entrepreneur, you yourself came the first time he came here, it is true he is engaged in agriculture but he did not deal in turbines, such a thing was not in the field yet with us. The issue of the winged animals is a very central issue in this event, I leave it to the members of the RTG, it is part of what characterizes this unique field cell. A new nature reserve that was announced two months ago Sirin Canals, whether you have heard or not, a new nature reserve right next to the field cell in question Precision agriculture is an area of ​​which more than 3/4 of this polygon is planted. The developer is the one who took a positive part in the establishment of this project, but the developer at that moment also wants to maximize the area from an economic point of view, and that's fine, it's a business and it's his right, we'll talk about that as well. Another very important issue is the relationship to the land, an agreement between Shadomat Deborah and the developer Whole, this is an event in itself and wise men will discuss it in this matter. In the end, the community, the people, settled this area, people who came to live in this place to settle this land, held these lands for a reason, Kfar Kama With its unique Circassian population, Kfar Tabor, residents of the Lower Galilee, Yavniel, all of whom are opposed to this event, including the heads of the councils, and including Moshav Shademt Deborah, who by the way was not even invited to the event here, did not receive an irrelevant summons, he is not even part of the program that he is supposed to be to be a partner in some corporation with 26% and correct me if I'm wrong, so we'll talk about these things now and I'll let the people talk",1,0,0,1,1,Strongly opposed,-0.5,"The speaker in the statement expresses several concerns and criticisms regarding the wind turbine project. They highlight the uncertainty about the project details such as the exact location and height of the turbines, which suggests a lack of transparency or thorough planning. The speaker also points out the inexperience of the developer with turbine projects, implying potential incompetence or unpreparedness. Concerns about the impact on local wildlife, particularly winged animals, and the proximity to a newly announced nature reserve suggest environmental apprehensions. Additionally, the speaker mentions opposition from local communities and leaders, indicating significant local disapproval and a lack of adequate consultation with affected parties. The overall tone and content of the statement reflect a critical view of the project's execution and its potential impacts on the community and environment.

STANCE: oppose"
23/09/2019,תתל 76,"ות""ל",Planning bodies,"The Nature and Parks Authority has a policy on renewable energies, this policy is also published on the website, we stand behind it and we can come and say contrary to the slander, and evidence we heard in the last national council for example was approved, hundreds of solar energy plans were submitted, the Nature and Parks Authority seems to have objected to one or two. It's the proportions and also on the issue of wind turbines, we set a policy for ourselves. We went with our professional strength and convinced as much as we could, and we saw a blessing in our labor and the state. Suitable for those who tested with the accepted methodology, so of course the things are not acceptable to us. In general, the gist of the survey is that a good survey is done and then a model that is accepted is used, and then the results are examined and we see how it is in relation to the threshold values ​​that the TAG firmly established as our function to protect the wild life and natural values ​​that are protected in Israel. According to this, the TAG makes decisions. This methodology was also tested in the Supreme Court, and I don't know if you know this, Honorable Chairman, but that a petition was filed against a plan that this committee here approved for wind turbines in Tel Peres, the Nature and Parks Authority was also part of the legal process, it was on the side that supports the plan so that In this case Subtal 76 in light of the expected dimensions of damage according to the poultry survey, we are opposed to the plan, we think that it is also not compatible with TMA 41 which was recently in the national council and a word of reference. Look, I have accompanied this story since its inception Some witnesses to this, a word regarding the inter-ministerial team was that the idea of ​​a site in the Sirin area was rejected and reached the national council, in the national council it was decided not to allow the establishment of a site at the Sirin level, in a very large majority In addition to this, the national council decided in TMA 35/1 and all the word games that were here in TMA 35 to define it as a landscape complex in which the construction of wind turbines will not be possible, even at the district level the position and the others will say the position of the district committee is not as stated here There was a mistake here, and only recently the district committee in the same area rejected a plan for considerations, from the accumulated data we think it would be clearly unreasonable to approve a plan in this place",0,0,0,1,1,Strongly opposed,-0.5,"The speaker in the statement appears to be opposed to the wind turbine project. They express concerns about the impact of the project on wildlife and natural values, referencing specific objections from the Nature and Parks Authority and mentioning legal challenges against the project. The speaker also highlights that the project is not compatible with certain national council decisions and emphasizes the rejection of similar plans by various committees. The use of terms like ""opposed to the plan"" and detailing the opposition from authoritative bodies and legal challenges indicates a clear stance against the project.

STANCE: oppose"
23/09/2019,תתל 76,"ות""ל",Developers,"You helped me yes, but I will still ask to complete several points. There is some out of the blue situation that things suddenly started on one day... as the legal advisor said, an agreement was signed, the agreement is in effect, there is no question about it. More than that, the former council head of the Lower Galilee Regional Council, named Moti Dotan, contacted Ramon once and Binat Schwartz in her role here as the council's chairman, and expressed his support for the project, in both 2012 and 2014 there were regular inquiries on this issue. Deborah sent letters of support regarding the project in addition to signing the agreement itself to the Electricity Authority who demanded during the process for the license. We do not live in a vacuum as if we are trying to paint here a long and drawn out process based on which of course the developer would not have entered into this entire project without all these processes to make sure More than that, already in 12/2014, the developer sat and presented the project in the northern district of Rami, presented the project, the consideration of all the things were presented to Tamir Belkin and in the end, of course, they said the things that the developer should reach, and of course, reach an agreement We do not deny this, it is part of the process, this process is essential, it is related to the processes that are progressing here, as soon as the business is ready, it will be possible to move forward to sign the relevant agreement",0,0,0,0,1,Support,1,"The statement reflects a supportive stance towards the wind turbine project. The speaker acknowledges the completion of necessary agreements and processes, mentions support from significant figures like the former council head, and emphasizes the developer's proactive engagement with authorities and the community. The mention of support letters and the detailed description of the project presentation to authorities further indicate a focus on compliance and coordination, which aligns with support indicators. The speaker also describes the process as essential and progressing, suggesting a positive view towards the project's development and implementation.

STANCE: support"
23/09/2019,תתל 76,"ות""ל",Developers,"First of all, thank you very much because one of the points that we cannot get out of this discussion without them is that there is a complete disregard here from the beginning of the issue of the operating regime. Dr. Fronkin also mentioned it now so people don't remember. This farm is like all the other farms that have been recently approved in the years The latter, in the State of Israel there is nothing unusual about it, no one underestimates the issue of birds, but the issue of birds is possible, wind turbines can live alongside the birds, by the way they do it, in the more developed countries of the world they do it because there is an operating regime, this developer He is a serious entrepreneur, he came here at the very beginning with a deep readiness for an operating regime, this has already been detailed in the reports of the superlatives and this fact cannot be ignored",0,0,0,1,1,Support,1,"The statement provided shows a supportive stance towards the wind turbine project. The speaker acknowledges concerns about the impact on birds but emphasizes that such impacts are manageable and within acceptable limits, as evidenced by practices in other developed countries and the specific operating regimes mentioned. The speaker also highlights the developer's seriousness and preparedness in addressing these concerns, which is further supported by detailed reports. The mention of the developer's readiness and the reference to successful implementations in other countries suggest a focus on compliance and effective management of environmental impacts.

STANCE: support"
23/09/2019,תתל 76,"ות""ל",Locals,"Hello everyone, I will be very brief because I understand that time is short, my name is Amiram Ben Dror, I am a third generation member of Shammut Deborah, I have the largest nursery for the production of olive seedlings ... on behalf of the Ministry of Agriculture in the State of Israel for the contribution I made to the olive farm in the State of Israel in general. I would like to say a few things. I was the chairman of the committee that signed the agreement, the agreement is an option and I emphasize the matter as an option with the likeness of Deborah and I will not go into legal terms on purpose, we will leave it to the professionals. An option agreement, as I understand it, is an option agreement. I want to say something completely different to the committee, not on issues that are only legal, but on issues of value in the community in Deborah. The community in Deborah is a community of many families, and I think that is what stands In front of the committee at the end of the technical matters, he approved this way and he did not approve otherwise. It is a very simple question and it is for you and for your consideration, and it is a very simple problem. If ... they were supposed to be located 5 kilometers from the Dvora statue in Ramat Sirin beyond the line of sight of the Dvora statue. Located a few hundred meters from the settlement, you will cause this settlement to wither and die, no one today wants to live in the shadow of Shashav, even with the world championship they don't want it checked and tried in other places. Approval of this thing will lead to the death of the settlement and you have to consider whether This is the situation you want to reach.",1,0,0,1,0,Strongly opposed,-0.5,"The speaker, Amiram Ben Dror, expresses concerns about the potential negative impacts of a wind turbine project on the local community of Deborah. He highlights the proximity of the turbines to the settlement, suggesting that their presence could lead to the community's decline, as people do not want to live near such structures. His statement emphasizes the adverse effects on the settlement without discussing any potential benefits or mitigation measures, indicating a clear opposition to the project.

STANCE: oppose"
23/09/2019,תתל 76,"ות""ל",Locals,"We are not senior officers, but we are also I was a general in the army. Giora has another advantage, sir, he is a moshavnik, so it is difficult for us to see him here in front of us. I want for our interest that the figure of Deborah is the baron's kika lands. To the founders in Shamod Deborah, owner of a large farm for goats and sheep for milk, 1500 mothers, owner of a herd of cattle for meat with 2 other friends who lease land to them directly from the Israel Lands Authority measuring 4170 meters. Every 3 years since 1988. I said Pika. I said after that KKL received it as a gift. Anyone who knows a bit of history Pika the baron left the country, transferred all his lands that he could not sell to Kfar Tabor and gave them to others as a gift to KKL, KKL its lands Administered as we know by the Israel Lands Authority, this Shadmat Deborah, over the years state lands have also joined it, today these are lands that are also cultivated and strengthened by Shadmat Deborah farmers who own and cultivate together without the pasture - 7400 dunams, 7400 dunams. Conservation of the environment and conservation of animals does not need to be preached to us, you understand it yourself. We are here why did we call out, it was created here either intentionally or in good faith, some kind of production was created here that is incomprehensible to me as a lawyer and I am a lawyer in my sins and also the members of Deborah's character, that the character of Deborah is not mentioned not in the instructions of the program. Section 1.5.2 Description of the place An area to the east of Kfar Tabor, south of Kfar Kama, and north of Kfar Kish, how difficult is it to say that the image of a bee, what is so difficult. Next, those who have rights to the land owned by the state, Rami, will talk about it after that, Adv. We lease 7400 dunams, we own and cultivate where are we? Why do we have to come here only after we hear from Nitzan that he sat down in his chair that there is some application for a construction permit for some experimental mast and then we cry out and find out what was done behind our backs, this is not transparency, it is impossible to conduct ourselves this way, certainly not this committee whose goals are clear to all of us, to streamline and shorten procedures But this lack of transparency is something that is incomprehensible. I look at the TL 78 that you approved and see that the interested parties there are listed as the leasers of all the relevant moshavs and kibbutzim in the Golan Heights. I look at the TL 58 in the south in Halutz. , we jumped over our heads and it's not just us farmers, it's also our children, hundreds of families, over 100 families, we managed to bring the expansion to glory. My friends will also talk about it. We do not know to this day and I have not seen here either, gentlemen members of the committee, I have not seen the exact location of the turbines here, I have not seen the distance from my farm that I yesterday asked a surveyor to calculate from the low turbine is less than 1000 meters. What is the settlement, definition 1000 meters from the settlement from what? From my farm structure? from my residence? From my folder? Of our buildings that are in our agricultural areas? We are not clear, this definition is not clear to us, the location is not clear to us either. In my opinion, in my opinion, we should stop thinking and take measured decisions, and not allow this gallop forward while ignoring all our rights over the years__",1,0,0,0,1,Strongly opposed,-0.5,"The speaker in the statement expresses significant concerns about the transparency and communication regarding the wind turbine project. They highlight a lack of clarity about the project's details, such as the exact location of the turbines and their proximity to local residences and farms. The speaker also emphasizes the absence of proper consultation with the local stakeholders, including themselves, and expresses frustration over decisions being made without adequate involvement of those directly affected. The overall tone and content of the statement suggest a strong dissatisfaction with how the project has been handled, particularly in terms of stakeholder engagement and transparency.

STANCE: oppose"
23/09/2019,תתל 76,"ות""ל",Government,"I will say three things, one of the presentations presented here according to which apparently two weeks ago we referred for the first time is 11/16 to a similar request for tall turbines in the same place, and the developer already knew then, their place, we referred in 2016 that turbines above 45 meters point cannot be erected there. This is the situation not two weeks ago and no shoes and it infuriates me because it creates a feeling as if we react here regularly and there is a long staff work that has been done here and we have considered it time and time again, and it is really infuriating first of all. Second thing, as I repeat myself like a broken record, the last time I played on a turntable from 1948, but without a technological solution, they won't be able to build turbines and we continue to play, I think, programs that have been sitting on the shelf for three or four years until the moment when it might be possible to start building them. One last thing, in this specific program we are in a different situation, that is not the point here, we are in a situation where there are 14 turbines out of 20 that they simply will not be able to build, not because of a technological problem, because of flight safety near them, and this matter was passed on to the developer, we told him that we do not see any logic in promoting such a program because And the only thing that can possibly be promoted is that there may be turbines that are also in big stomach pains, we approved them. Therefore, we will exert all our weight so that not one of the 14 turbines that we opposed will be built, neither with a technological solution nor without a technological solution. By the way, there is a... squadron commander... who landed the plane into the bushes to get the wounded out, broke half of the helicopter and got them out of there. Well first of all I think this program is really a red line. I will say why it is a red line, first of all there are normal aspects that are talked about, which are the technological aspect that I repeat again and again and say, we are in other plans, even let's talk about it, plans are put into the planning that we know, that we know that it will be no less than 3 to 4 years until they can issue them permits or To build them means putting outdated plans on the table that can be discussed in another year, two years and nothing will happen, nothing will happen. In this context, I will say what is called the recording and the protocol, and I am sorry to repeat myself again, please be patient that the construction of tall wind turbines involves many limitations and constraints in light of the situation in the north, in the northern region. In order to minimize the consequences for the security activity, it is necessary to implement technological measures and this has not yet been agreed upon between the relevant ministries. Therefore, we believe that the conditions for promoting the program are not yet ripe and it is not appropriate to promote it at this stage, before you summarize all the relevant aspects because the details can still change, and the location of The turbines, etc., and there is public reliance here, and therefore we are opposed to promoting a plan at this time and we need to talk about it after the summary of the outline. This is if they decide to promote a plan, again I qualify it in places where we have no substantial objection but only because of technological solutions. If we decide to promote it, then we make it clear that the details can change, the height can change, the location can change, and we will oppose everything else from any plan until the solution is agreed upon The technological one, I'll just put it there for a second because we did a lot of rounds on it. Now I go to the essential aspect, the developer has known for three years, for three years he knows that he cannot erect turbines over 45 meters there because of a flight safety issue, now what is flight safety? At the end of an inspection throughout the country, we fly at a very, very low altitude, in certain areas under certain conditions, and we constantly weigh the public and national interest against the risk to human life and aircraft, and in places where we understand that it is possible to allow with little risk or to change something. 98 Together with the developer, we are examining the possibility of obtaining an administrative path that allows it to be done in a way that is not very complicated without transferring restrictions from one side to the other and harming someone else's planning without a safety risk, we are doing this, in places where, like in Kasra, we could allow tall turbines in areas on the outskirts of settlements that also That's how you fly up there, we confirmed it, in the Golan Heights, despite the super complex aspects that we have there, we confirmed it. that I, I don't want to say for the first time, I don't want to exaggerate, but I don't remember a case where we are in a situation where a plan is so blatantly a plan that it creates a significant risk to flight safety that the authority authorized by the Air Force along its entire avenue of management and command up to the highest levels says here It is impossible to build turbines and the developer knows this, he has known this for three years and despite this he comes here and presents a plan for the deposit, this is really a red line, this is something that is forbidden, he is not allowed to cross because it makes this thing a waste. In this context, I also stand. We will stand on our back legs. It will not happen. We have lost enough pilots here in Israel because someone got inside an antenna and... it will not happen, we will not reach a situation where pilots fly and, God forbid, get inside a turbine. 6 The goddess with big stomach pains, that name is also not trivial, it is also a reason to understand that if there with great difficulty we tried to understand then 14 I offered, I told him, I told him they were with us, we issued an opinion because in the middle of August we realized that it was for a deposit, we took the data, we checked it again, we issued it while Two weeks really at a crazy pace we sent them a reference back, which says 14 no, 6 we are ready to go with you he asked for a meeting last week we told him, we said honestly listen if you want to go and split the plan submit 6, we will talk to you as much as you want we will try to think of solutions we never We didn't say no to those who wanted to sit with us, never happened. You want to submit a remedial plan after that, but what did he do, in which he wants both, but let's deposit, what is it that we deposit, a planning institution puts its hand on the plan for deposit, the plan can be approved as it is. What are you saying, planning institution, wait, what plan, 14 turbines out of 20 will not be built because the authorized party will not approve their construction. By the way, even in the process, we talked to Orna and RTA that I don't know what their situation is in this regard",0,0,0,0,0,Strongly opposed,-0.5,"The speaker in the statement expresses strong opposition to the wind turbine project. They highlight significant safety risks associated with the project, particularly the danger it poses to flight safety, which has been confirmed by the Air Force and other authorities. The speaker criticizes the developer for persisting with the project despite these known risks and for attempting to push through a plan that has been deemed unsafe. They emphasize a commitment to preventing the project from proceeding to protect pilot safety and express frustration with the planning institution for considering the approval of such a plan. The speaker's stance is clearly against the project due to the unaddressed and critical safety concerns.

STANCE: oppose"
23/09/2019,תתל 76,"ות""ל",Developers,"Here you can see on the left the... in which we see that the third Tal 76 from the left is actually not unusual in his experiments regarding the migratory birds. You can also see this in the numbers. of Tsari looking upwards and we are using the same technology by the same radar teams so these data are comparable and you can see that Tel 76 which talks about a total measurement volume is referring to the front whose width is a kilometer and whose height is between 700 meters and 1000 meters depending In the size of the bird, large birds up to 1000 meters, small birds up to 700 meters, so these data are such that if we compare East Sirin for example, there is a farm 6 kilometers east of the current farm where the number of birds was estimated at about 3.200 million of which about 1.5 million are at low altitude From - 200 meters which is 25% higher than the Odman regarding the current site of the Sirin West, so these results are definitely not unusual and they are definitely in the area of ​​a standard above the average, so this is one point. Another point is the issue of the fading birds, the fading birds that they are Flying today, birds of prey, storks, skunks, these are species that mostly belong to migration in large flocks, at fixed times during certain hours that can be predicted quite a bit in advance, and these are species that are easy to identify both by birders in the field and by radar that detects them kilometers in advance that approach the dangerous space. What I also wanted to say is that most of the birds that are disappearing today are species that fly at a relatively low altitude, and in any case, in the bottom line, we see that the number of birds that was in Basker's own models turned out to be quite ... the order of magnitude of the estimate is about 49 birds per turbine per year, which is an unusual and high number that we think is It is especially excessive that we saw that we checked the survey that was done that parameters such as the direction of the wind and the direction of the birds' flight were not taken into account and for this purpose Professor Micah Hope did a statistical analysis to come and see if this number is really worrying, if this number is indeed correct",0,0,0,1,0,Support,1,"The statement provided discusses the impact of a wind turbine project on migratory birds, referencing specific data and comparisons with other sites. The speaker mentions the use of radar technology to track bird movements and assesses the impact as not unusual or excessive compared to other areas. They also highlight a statistical analysis conducted to verify the accuracy of impact estimates, suggesting a thorough approach to addressing environmental concerns. The focus on data comparison, adherence to technological assessments, and efforts to validate impact estimates through additional analysis indicates a supportive stance toward the project, emphasizing that the environmental impacts are managed and within acceptable limits.

STANCE: support"
23/09/2019,תתל 76,"ות""ל",Locals,"I will be very brief. A lot of importance was given here to the amount of vulnerability found in the farm in Sirin. I want to say that as far as we have looked at the findings, I think that the findings here are good at a good level for the past six months with dogs and with people and quite a few carcasses were found there, there are some interesting things that we see that most of the injuries there are actually species that fly during the day and are not there In these findings species of night migrants are the main mass of birds that pass through this space. Now the species found that day are mainly medium and large species and these things about an operating regime would provide a solution, today at Icon Farm there is no operating regime, there are no birders, there is no plantation, there is no one in the field, and there are also differences of opinion because the basic assumptions made there for the purpose of evaluating the numbers - The 529 birds mentioned by Gilad are for us an owl and a flower. I say that they made assumptions that the terrain is uniform in nature, that the collision is the same. There are all kinds of assumptions that we criticize and need to examine.",0,0,0,1,0,Neutral,-0.5,"The speaker in the statement appears to be critical of the current assessments and methodologies used to evaluate the impact of the wind turbine project on avian populations. They highlight discrepancies in the data and assumptions used, such as the uniformity of the terrain and the nature of collisions, suggesting that these need further examination. The speaker also points out the lack of an operating regime and other protective measures at the site, which could mitigate the impact on birds. This indicates a demand for more thorough studies and better management practices before proceeding with the project.

STANCE: oppose"
